date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:48:47	338/338	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Aug%202021%2006:48:48%20GMT	https://www.argon40.com.br/robots.txt		(from )
03:48:48	105400/105400	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2006:48:48%20GMT	https://www.argon40.com.br/	C:/My%20Web%20Sites/argon40/www.argon40.com.br/index.html	(from )
03:48:50	35703/35703	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Aug%202021%2006:48:50%20GMT	https://www.argon40.com.br/https	C:/My%20Web%20Sites/argon40/www.argon40.com.br/https	(from https://www.argon40.com.br/)
03:48:51	394680/394680	---MCZ	200	added ('OK')	text/css	etag:W/%225fabe19e-605b8%22	https://www.argon40.com.br/static/version1603255180/_cache/merged/867efcd510a665dde9a40146a2ece2d8.min.css	C:/My%20Web%20Sites/argon40/www.argon40.com.br/static/version1603255180/_cache/merged/867efcd510a665dde9a40146a2ece2d8.min.css	(from https://www.argon40.com.br/)
03:48:51	121053/121053	---MCZ	200	added ('OK')	text/css	etag:W/%225f8fbbec-1d8dd%22	https://www.argon40.com.br/static/version1603255180/frontend/Smartwave/porto/en_US/css/styles-l.min.css	C:/My%20Web%20Sites/argon40/www.argon40.com.br/static/version1603255180/frontend/Smartwave/porto/en_US/css/styles-l.min.css	(from https://www.argon40.com.br/)
03:48:52	1191/1191	---MCZ	200	added ('OK')	text/css	etag:W/%225f8fbbed-4a7%22	https://www.argon40.com.br/static/version1603255180/frontend/Smartwave/porto/en_US/css/print.min.css	C:/My%20Web%20Sites/argon40/www.argon40.com.br/static/version1603255180/frontend/Smartwave/porto/en_US/css/print.min.css	(from https://www.argon40.com.br/)
03:48:52	68673/68673	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fabe19e-10c41%22	https://www.argon40.com.br/static/version1603255180/_cache/merged/cd12be94dbeaa970ee882bcc1f4dcbbb.min.js	C:/My%20Web%20Sites/argon40/www.argon40.com.br/static/version1603255180/_cache/merged/cd12be94dbeaa970ee882bcc1f4dcbbb.min.js	(from https://www.argon40.com.br/)
03:48:53	15086/15086	---M--	200	added ('OK')	image/x-icon	etag:%225deef2e2-3aee%22	https://www.argon40.com.br/media/favicon/stores/1/favicon.ico	C:/My%20Web%20Sites/argon40/www.argon40.com.br/media/favicon/stores/1/favicon.ico	(from https://www.argon40.com.br/)
03:48:53	147944/147944	---MCZ	200	added ('OK')	text/css	etag:W/%225def0566-241e8%22	https://www.argon40.com.br/media/porto/web/bootstrap/css/bootstrap.min.css	C:/My%20Web%20Sites/argon40/www.argon40.com.br/media/porto/web/bootstrap/css/bootstrap.min.css	(from https://www.argon40.com.br/)
03:48:53	12945/12945	---MCZ	200	added ('OK')	text/css	etag:W/%225def0524-3291%22	https://www.argon40.com.br/media/porto/web/css/animate.optimized.css	C:/My%20Web%20Sites/argon40/www.argon40.com.br/media/porto/web/css/animate.optimized.css	(from https://www.argon40.com.br/)
03:48:54	7922/7922	---MCZ	200	added ('OK')	text/css	etag:W/%225def058e-1ef2%22	https://www.argon40.com.br/media/porto/web/css/header/type20.css	C:/My%20Web%20Sites/argon40/www.argon40.com.br/media/porto/web/css/header/type20.css	(from https://www.argon40.com.br/)
03:48:54	181034/181034	---MCZ	200	added ('OK')	text/css	etag:W/%225def051c-2c32a%22	https://www.argon40.com.br/media/porto/web/css/custom.css	C:/My%20Web%20Sites/argon40/www.argon40.com.br/media/porto/web/css/custom.css	(from https://www.argon40.com.br/)
03:48:55	34403/34403	---MCZ	200	added ('OK')	text/css	etag:W/%225df035ca-8663%22	https://www.argon40.com.br/media/porto/configed_css/design_default.css	C:/My%20Web%20Sites/argon40/www.argon40.com.br/media/porto/configed_css/design_default.css	(from https://www.argon40.com.br/)
03:48:55	28619/28619	---MCZ	200	added ('OK')	text/css	etag:W/%225df03586-6fcb%22	https://www.argon40.com.br/media/porto/configed_css/settings_default.css	C:/My%20Web%20Sites/argon40/www.argon40.com.br/media/porto/configed_css/settings_default.css	(from https://www.argon40.com.br/)
03:48:56	2691/2691	---M--	200	added ('OK')	image/png	etag:%225deef2e2-a83%22	https://www.argon40.com.br/media/logo/stores/1/logo_new_white.png	C:/My%20Web%20Sites/argon40/www.argon40.com.br/media/logo/stores/1/logo_new_white.png	(from https://www.argon40.com.br/)
03:48:56	69367/69367	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2006:48:57%20GMT	https://www.argon40.com.br/learn/	C:/My%20Web%20Sites/argon40/www.argon40.com.br/learn/index.html	(from https://www.argon40.com.br/)
03:48:57	92714/92714	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2006:48:57%20GMT	https://www.argon40.com.br/raspberry-pi.html	C:/My%20Web%20Sites/argon40/www.argon40.com.br/raspberry-pi.html	(from https://www.argon40.com.br/)
03:48:57	86500/86500	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2006:48:58%20GMT	https://www.argon40.com.br/raspberry-pi/single-board-computer.html	C:/My%20Web%20Sites/argon40/www.argon40.com.br/raspberry-pi/single-board-computer.html	(from https://www.argon40.com.br/)
03:48:58	78579/78579	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2006:48:58%20GMT	https://www.argon40.com.br/raspberry-pi/camera.html	C:/My%20Web%20Sites/argon40/www.argon40.com.br/raspberry-pi/camera.html	(from https://www.argon40.com.br/)
03:48:59	69000/69000	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2006:48:59%20GMT	https://www.argon40.com.br/raspberry-pi/rpi-hats.html	C:/My%20Web%20Sites/argon40/www.argon40.com.br/raspberry-pi/rpi-hats.html	(from https://www.argon40.com.br/)
03:48:59	93957/93957	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2006:49:00%20GMT	https://www.argon40.com.br/raspberry-pi-cases.html	C:/My%20Web%20Sites/argon40/www.argon40.com.br/raspberry-pi-cases.html	(from https://www.argon40.com.br/)
03:49:00	83845/83845	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2006:49:00%20GMT	https://www.argon40.com.br/raspberry-pi-cases/argon.html	C:/My%20Web%20Sites/argon40/www.argon40.com.br/raspberry-pi-cases/argon.html	(from https://www.argon40.com.br/)
03:49:01	70858/70858	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2006:49:01%20GMT	https://www.argon40.com.br/raspberry-pi-cases/rpi-official-cases.html	C:/My%20Web%20Sites/argon40/www.argon40.com.br/raspberry-pi-cases/rpi-official-cases.html	(from https://www.argon40.com.br/)
03:49:02	92581/92581	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2006:49:02%20GMT	https://www.argon40.com.br/starter-kits.html	C:/My%20Web%20Sites/argon40/www.argon40.com.br/starter-kits.html	(from https://www.argon40.com.br/)
03:49:03	92291/92291	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2006:49:03%20GMT	https://www.argon40.com.br/accessories.html	C:/My%20Web%20Sites/argon40/www.argon40.com.br/accessories.html	(from https://www.argon40.com.br/)
03:49:03	32/32	---M--	200	added ('OK')	application/javascript	etag:%225def0e58-20%22	https://www.argon40.com.br/media/mageplaza/search/default_0.js	C:/My%20Web%20Sites/argon40/www.argon40.com.br/media/mageplaza/search/default_0.js	(from https://www.argon40.com.br/)
03:49:04	40301/40301	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2006:49:04%20GMT	https://www.argon40.com.br/catalogsearch/advanced/	C:/My%20Web%20Sites/argon40/www.argon40.com.br/catalogsearch/advanced/index.html	(from https://www.argon40.com.br/)
03:49:04	38099/38099	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2006:49:04%20GMT	https://www.argon40.com.br/contact	C:/My%20Web%20Sites/argon40/www.argon40.com.br/contact.html	(from https://www.argon40.com.br/)
03:49:05	614/614	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Aug%202021%2006:49:06%20GMT	https://www.argon40.com.br/media/catalog/product/	C:/My%20Web%20Sites/argon40/www.argon40.com.br/media/catalog/product/index.html	(from https://www.argon40.com.br/)
03:49:06	169543/169543	---M--	200	added ('OK')	image/jpeg	etag:%225def345e-29647%22	https://www.argon40.com.br/media/wysiwyg/smartwave/porto/homepage/04/slider/slide3n.jpg	C:/My%20Web%20Sites/argon40/www.argon40.com.br/media/wysiwyg/smartwave/porto/homepage/04/slider/slide3n.jpg	(from https://www.argon40.com.br/)
03:49:06	4409/4409	---M--	200	added ('OK')	image/png	etag:%225def093c-1139%22	https://www.argon40.com.br/media/wysiwyg/smartwave/porto/homepage/14/slider/02.png	C:/My%20Web%20Sites/argon40/www.argon40.com.br/media/wysiwyg/smartwave/porto/homepage/14/slider/02.png	(from https://www.argon40.com.br/)
03:49:06	38646/38646	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2006:49:06%20GMT	https://www.argon40.com.br/customer/account/login/referer/aHR0cHM6Ly93d3cuYXJnb240MC5jb20v/	C:/My%20Web%20Sites/argon40/www.argon40.com.br/customer/account/login/referer/aHR0cHM6Ly93d3cuYXJnb240MC5jb20v/index.html	(from https://www.argon40.com.br/)
03:49:07	40738/40738	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2006:49:06%20GMT	https://www.argon40.com.br/customer/account/create/	C:/My%20Web%20Sites/argon40/www.argon40.com.br/customer/account/create/index.html	(from https://www.argon40.com.br/)
03:49:07	78285/78285	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2006:49:08%20GMT	https://www.argon40.com.br/argon-neo-raspberry-pi-4-case.html	C:/My%20Web%20Sites/argon40/www.argon40.com.br/argon-neo-raspberry-pi-4-case.html	(from https://www.argon40.com.br/)
03:49:08	35680/35680	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Aug%202021%2006:49:08%20GMT	https://www.argon40.com.br/checkout/cart/	C:/My%20Web%20Sites/argon40/www.argon40.com.br/checkout/cart/index.html	(from https://www.argon40.com.br/)
03:49:08	614/614	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Aug%202021%2006:49:09%20GMT	https://www.argon40.com.br/media/wysiwyg/smartwave/porto/homepage/14/slider/03.png	C:/My%20Web%20Sites/argon40/www.argon40.com.br/media/wysiwyg/smartwave/porto/homepage/14/slider/03.png	(from https://www.argon40.com.br/)
03:49:08	130004/130004	---M--	200	added ('OK')	image/jpeg	etag:%225f6f8b37-1fbd4%22	https://www.argon40.com.br/media/wysiwyg/smartwave/porto/homepage/04/slider/slide4n.jpg	C:/My%20Web%20Sites/argon40/www.argon40.com.br/media/wysiwyg/smartwave/porto/homepage/04/slider/slide4n.jpg	(from https://www.argon40.com.br/)
